title,datetime,location,mode,price,is_free,description,url
Jharkhand Mining & Construction Show,Jan 29 at 11am to Jan 31 at 7pm GMT+5:30,Online / Not specified,online,Free,True,,https://www.eventbrite.com/e/jharkhand-mining-construction-show-tickets-1377095261999?aff=ebdssbdestsearch
Women in Tech Bengaluru - OutGeekWomen,Nov 12 from 6pm to 8:30pm GMT+5:30,Online / Not specified,online,Paid / Unknown,False,,https://www.eventbrite.com/e/women-in-tech-bengaluru-outgeekwomen-tickets-1330268963279?aff=ebdssbdestsearch
21st Global Investment Immigration Summit & International Real Estate Expo!,,Online / Not specified,online,Free one-to-one consultations,True,,https://www.eventbrite.co.uk/e/21st-global-investment-immigration-summit-international-real-estate-expo-registration-1976602250540?aff=ebdssbdestsearch
Women in Tech Hyderabad - OutGeekWomen,Nov 11 from 6pm to 8:30pm GMT+5:30,Online / Not specified,online,"Curious mid-career techies and job seekers never pay fees to attend our events unless they secure one of the last 10 tickets available. We offer 190 free tickets, and only the final 10 are paid. If you’re hiring and are looking to present, network and hire at this event, please register here. If you are a part of a tech/community group and are interested in joining forces, please email us at hello@outgeek.org.",True,,https://www.eventbrite.com/e/women-in-tech-hyderabad-outgeekwomen-tickets-1330296746379?aff=ebdssbdestsearch
staaake in Kolkata Power Walk for AI/Tech Founder & Creators,,Online / Not specified,online,"👉 Free WhatsApp Channel:
https://whatsapp.com/channel/0029Vb9wzfC6BIEg7UVtRq1Y

👉 8000+ followers on Linkedin https://www.linkedin.com/company/staaake/",True,,https://www.eventbrite.ch/e/staaake-in-kolkata-power-walk-for-aitech-founder-creators-tickets-1978760373544?aff=ebdssbdestsearch
staaake Global Dinner Club for Founders & Creators (One time in Kolkata),,Online / Not specified,online,​🚶‍♂️ We also host free Power Walks worldwide. Full calendar: www.lu.ma/staaake,True,,https://www.eventbrite.ch/e/staaake-global-dinner-club-for-founders-creators-one-time-in-kolkata-tickets-1978760213064?aff=ebdssbdestsearch
"Conceptual Understanding as an Ecosystem: Ideas, Purpose, and Practices",,Online / Not specified,online,Paid / Unknown,False,,https://www.eventbrite.be/e/conceptual-understanding-as-an-ecosystem-ideas-purpose-and-practices-tickets-1969841655418?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: CHENNAI",,Online / Not specified,online,Free,True,,https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-chennai-tickets-1847161051429?aff=ebdssbdestsearch
Bangalore 2026 FIRST Technical Colloquium,Feb 10 at 8:30am to Feb 11 at 5pm GMT+5:30,Online / Not specified,online,This event is free to attend and has a capacity of 100 participants.,True,,https://www.eventbrite.com/e/bangalore-2026-first-technical-colloquium-tickets-1976889998201?aff=ebdssbdestsearch
VLSI Course FREE DEMO,Feb 11 from 10am to 12pm GMT+5:30,Online / Not specified,online,VLSI Course FREE DEMO,True,,https://www.eventbrite.com/e/vlsi-course-free-demo-tickets-1979522932378?aff=ebdssbdestsearch
Cloud Data Engineer GCP Cloud Data,Jan 26 from 10am to 12pm GMT+5:30,Online / Not specified,online,Free GCP Cloud Engineer Workshop – Offline | Conducted by Quality Thought,True,,https://www.eventbrite.com/e/cloud-data-engineer-gcp-cloud-data-tickets-1978291835133?aff=ebdssbdestsearch
HealthCare Entrepreneur's Mixer (Mumbai),Jan 30 from 6pm to 8pm GMT+5:30,Online / Not specified,online,Free,True,,https://www.eventbrite.com/e/healthcare-entrepreneurs-mixer-mumbai-tickets-1977399743864?aff=ebdssbdestsearch
Women in Tech Chennai - OutGeekWomen,Nov 19 from 6pm to 8:30pm GMT+5:30,Online / Not specified,online,"Curious mid-career techies and job seekers never pay fees to attend our events unless they secure one of the last 10 tickets available. We offer 190 free tickets, and only the final 10 are paid. If you’re hiring and are looking to present, network and hire at this event, please register here. If you are a part of a tech/community group and are interested in joining forces, please email us at hello@outgeek.org.",True,,https://www.eventbrite.com/e/women-in-tech-chennai-outgeekwomen-tickets-1330299414359?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: HYDERABAD",,Online / Not specified,online,Free,True,,https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-hyderabad-tickets-1847184120429?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: PUNE",,Online / Not specified,online,Free,True,,https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-pune-tickets-1847194020039?aff=ebdssbdestsearch
Money Alpha 360°,,Online / Not specified,online,Free parking,True,,https://www.eventbrite.co.uk/e/money-alpha-360-tickets-1980359377207?aff=ebdssbdestsearch
Future Defence Conclave 2026,,Online / Not specified,online,Paid / Unknown,False,,https://www.eventbrite.co.uk/e/future-defence-conclave-2026-tickets-1979009311123?aff=ebdssbdestsearch
Fitness Event Repetitive,,Online / Not specified,online,Free parking,True,,https://www.eventbrite.com/e/fitness-event-repetitive-tickets-1968412088545?aff=ebdssbdestsearch
staaake Private Dinner: New Delhi Tech Conference AI/Tech Dinner,,Online / Not specified,online,​​We also host free Power Walks and Side events Worldwide. Full calendar: www.lu.ma/staaake,True,,https://www.eventbrite.ch/e/staaake-private-dinner-new-delhi-tech-conference-aitech-dinner-tickets-1977851599376?aff=ebdssbdestsearch
BigFix Connect In Person - Mumbai India User Group,Feb 6 from 9am to 4pm GMT+5:30,Online / Not specified,online,Cost: Free for customers!,True,,https://www.eventbrite.com/e/bigfix-connect-in-person-mumbai-india-user-group-tickets-1560210835609?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: DELHI",,Online / Not specified,online,Free,True,,https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-delhi-tickets-1847251150919?aff=ebdssbdestsearch
3rd Surfentech Expo Chennai 2026,,Online / Not specified,online,Free,True,,https://www.eventbrite.ie/e/3rd-surfentech-expo-chennai-2026-tickets-1779681056949?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: MUMBAI",,Online / Not specified,online,Free,True,,https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-mumbai-tickets-1847209345879?aff=ebdssbdestsearch
Bharat Chemical Tech Expo 2026,,Online / Not specified,online,"Free
Multiple dates",True,,https://www.eventbrite.com/e/bharat-chemical-tech-expo-2026-tickets-1969112558670?aff=ebdssbdestsearch
Startup Awards 2026,Feb 4 from 10am to 9:30pm GMT+5:30,Online / Not specified,online,Paid / Unknown,False,,https://www.eventbrite.com/e/startup-awards-2026-tickets-1977764161848?aff=ebdssbdestsearch
UI/UX,Jan 25 from 10:30am to 11:30am GMT+5:30,Online / Not specified,online,#free_event,True,,https://www.eventbrite.com/e/uiux-tickets-1978242601875?aff=ebdssbdestsearch
"Data Analytics Course FREE DEMO On 19, 20 DEC, 2025",Jan 27 from 10am to 12pm GMT+5:30,Online / Not specified,online,"Data Analytics Course FREE DEMO On 19, 20 DEC, 2025",True,,https://www.eventbrite.com/e/data-analytics-course-free-demo-on-19-20-dec-2025-tickets-1978395540318?aff=ebdssbdestsearch
"WomenHack - Bangalore - Employer Ticket - April 8, 2026",Apr 8 from 6:30pm to 9:30pm GMT+5:30,Online / Not specified,online,Paid / Unknown,False,,https://www.eventbrite.com/e/womenhack-bangalore-employer-ticket-april-8-2026-tickets-1979784704345?aff=ebdssbdestsearch
HealthCare Startup Mixer (Mumbai),Jan 30 from 6pm to 8pm GMT+5:30,Online / Not specified,online,Free,True,,https://www.eventbrite.com/e/healthcare-startup-mixer-mumbai-tickets-1977708786218?aff=ebdssbdestsearch
Python Course Free DEMO,Feb 2 from 10am to 12pm GMT+5:30,Online / Not specified,online,Python Course Free DEMO,True,,https://www.eventbrite.com/e/python-course-free-demo-tickets-1978959812070?aff=ebdssbdestsearch
"NUS-ISS Graduate Programmes: Preview, Entrance Test & Interview: KOCHI",,Online / Not specified,online,Free,True,,https://www.eventbrite.sg/e/nus-iss-graduate-programmes-preview-entrance-test-interview-kochi-tickets-1847214752049?aff=ebdssbdestsearch
Side Event: staaake Reverse Network Opening Power Walk at AI Dev Conference,,Online / Not specified,online,#free,True,,https://www.eventbrite.ch/e/side-event-staaake-reverse-network-opening-power-walk-at-ai-dev-conference-tickets-1979181130038?aff=ebdssbdestsearch
Global Ed Interaction In New Delhi 2026,Feb 1 from 11am to 5pm GMT+5:30,Online / Not specified,online,Free,True,,https://www.eventbrite.com/e/global-ed-interaction-in-new-delhi-2026-tickets-1980247608905?aff=ebdssbdestsearch
"AgentCamp 2026 - Nagpur, India",Mar 7 from 10am to 5pm GMT+5:30,Online / Not specified,online,💰 Cost: Free (Selection via randomized invite to ensure a balanced mix),True,,https://www.eventbrite.com/e/agentcamp-2026-nagpur-india-tickets-1979844085957?aff=ebdssbdestsearch
DevOps Course FREE DEMO,Feb 4 from 10am to 12pm GMT+5:30,Online / Not specified,online,DevOps Course FREE DEMO,True,,https://www.eventbrite.com/e/devops-course-free-demo-tickets-1979041578636?aff=ebdssbdestsearch
AppSentinels - API Security Platform,Mar 7 from 10am to 12pm GMT+5:30,Online / Not specified,online,Free,True,,https://www.eventbrite.com/e/appsentinels-api-security-platform-tickets-1979209571106?aff=ebdssbdestsearch
